Order_ID,Customer_ID,Product_ID,Warehouse_ID,Order_Date,Ship_Date,Delivery_Date,Shipping_Mode,Quantity,Sales,Profit,Delivery_Status
O00568,C0273,P049,W02,2025-09-30,2025-10-01,2025-10-03,Same Day,2,4283.44,1375.44,Late
O00569,C0151,P049,W01,2025-03-15,2025-03-17,2025-03-22,Standard,5,10708.6,3438.6,On Time
O00570,C0034,P121,W04,2025-06-04,2025-06-06,2025-06-08,Express,5,13257.0,3937.0,On Time
O00571,C0365,P046,W08,2025-10-22,2025-10-24,2025-10-26,Express,3,13302.42,5061.42,On Time
O00572,C0107,P150,W10,2025-05-21,2025-05-22,2025-05-24,Express,1,2828.97,778.97,On Time
O00573,C0081,P097,W05,2024-08-28,2024-08-29,2024-09-03,Standard,5,26081.45,8031.45,On Time
O00574,C0319,P120,W04,2025-03-31,2025-04-02,2025-04-04,Express,5,33520.65,13290.65,On Time
O00575,C0227,P007,W06,2025-02-22,2025-02-23,2025-02-25,Express,2,2384.84,690.84,On Time
O00576,C0061,P059,W02,2025-05-28,2025-05-30,2025-05-31,Same Day,1,7432.14,2455.14,On Time
O00577,C0362,P071,W06,2024-12-07,2024-12-07,2024-12-08,Same Day,2,13340.3,5592.3,On Time
O00578,C0485,P089,W05,2025-07-10,2025-07-11,2025-07-16,Standard,4,14313.2,5841.2,On Time
O00579,C0117,P039,W09,2024-01-13,2024-01-14,2024-01-15,Same Day,4,1383.6,363.6,On Time
O00580,C0406,P119,W09,2024-08-27,2024-08-29,2024-08-30,Same Day,3,5080.38,2059.38,On Time
O00581,C0192,P143,W08,2025-12-15,2025-12-16,2025-12-21,Standard,1,6275.15,2548.15,On Time
O00582,C0352,P108,W06,2024-01-10,2024-01-11,2024-01-12,Same Day,4,3606.96,1514.96,On Time
O00583,C0079,P009,W01,2024-11-02,2024-11-03,2024-11-04,Same Day,2,6295.02,2585.02,On Time
O00584,C0274,P101,W07,2025-09-14,2025-09-16,2025-09-18,Express,1,6983.14,2990.14,On Time
O00585,C0096,P126,W09,2024-04-05,2024-04-05,2024-04-10,Standard,1,2975.75,891.75,On Time
O00586,C0030,P018,W05,2024-10-17,2024-10-17,2024-10-22,Standard,4,26151.28,9707.28,On Time
O00587,C0381,P108,W02,2025-02-24,2025-02-25,2025-03-02,Standard,4,3606.96,1514.96,On Time
O00588,C0310,P122,W05,2024-07-30,2024-07-30,2024-08-04,Standard,2,1765.06,617.06,On Time
O00589,C0423,P115,W04,2025-12-02,2025-12-03,2025-12-06,Express,1,6577.6,1855.6,Late
O00590,C0148,P011,W08,2024-12-02,2024-12-04,2024-12-06,Express,1,1716.93,622.93,On Time
O00591,C0197,P111,W03,2024-10-31,2024-11-01,2024-11-02,Same Day,4,13640.16,5900.16,On Time
O00592,C0466,P018,W09,2024-06-10,2024-06-11,2024-06-12,Same Day,2,13075.64,4853.64,On Time
O00593,C0231,P084,W02,2024-05-04,2024-05-05,2024-05-10,Standard,4,2788.96,888.96,On Time
O00594,C0204,P103,W08,2025-04-18,2025-04-18,2025-04-23,Standard,2,11629.1,2547.1,On Time
O00595,C0337,P022,W08,2025-11-17,2025-11-19,2025-11-21,Express,5,11852.45,3682.45,On Time
O00596,C0064,P046,W03,2025-04-27,2025-04-28,2025-05-03,Standard,3,13302.42,5061.42,On Time
O00597,C0111,P009,W03,2024-01-12,2024-01-14,2024-01-16,Express,5,15737.55,6462.55,On Time
O00598,C0027,P079,W02,2025-06-19,2025-06-21,2025-06-22,Same Day,4,11224.96,2900.96,On Time
O00599,C0015,P005,W04,2024-07-25,2024-07-25,2024-07-27,Express,4,21464.64,9356.64,On Time
O00600,C0023,P043,W02,2025-11-16,2025-11-16,2025-11-21,Standard,2,5283.16,1013.16,On Time
O00601,C0481,P139,W04,2024-11-26,2024-11-28,2024-11-29,Same Day,4,1543.64,527.64,On Time
O00602,C0200,P081,W01,2024-12-31,2025-01-01,2025-01-06,Standard,1,1370.53,246.53,On Time
O00603,C0365,P128,W04,2025-01-12,2025-01-12,2025-01-17,Standard,1,4015.78,1050.78,On Time
O00604,C0035,P082,W06,2025-11-25,2025-11-27,2025-12-02,Standard,4,22806.32,8270.32,On Time
O00605,C0011,P004,W04,2025-04-04,2025-04-05,2025-04-06,Same Day,2,13275.84,3977.84,On Time
O00606,C0104,P128,W01,2024-09-06,2024-09-08,2024-09-13,Standard,3,12047.34,3152.34,On Time
O00607,C0143,P085,W08,2024-08-31,2024-09-02,2024-09-03,Same Day,2,1610.82,414.82,On Time
O00608,C0176,P059,W05,2025-06-17,2025-06-18,2025-06-19,Same Day,3,22296.42,7365.42,On Time
O00609,C0446,P002,W06,2025-09-14,2025-09-15,2025-09-16,Same Day,1,4161.61,1364.61,On Time
O00610,C0041,P061,W03,2025-10-11,2025-10-11,2025-10-19,Standard,5,9650.85,3250.85,Late
O00611,C0496,P148,W03,2024-07-21,2024-07-21,2024-07-23,Express,4,23125.12,10101.12,On Time
O00612,C0259,P113,W07,2024-03-22,2024-03-23,2024-03-25,Express,4,14148.8,5400.8,On Time
O00613,C0276,P077,W07,2025-05-08,2025-05-08,2025-05-10,Express,5,19536.55,6316.55,On Time
O00614,C0247,P144,W08,2025-01-24,2025-01-25,2025-01-27,Express,5,9419.45,4039.45,On Time
O00615,C0208,P096,W01,2024-07-19,2024-07-19,2024-07-27,Standard,4,22210.68,8922.68,Late
O00616,C0454,P019,W05,2025-01-17,2025-01-18,2025-01-20,Express,4,15528.04,4204.04,On Time
O00617,C0364,P090,W07,2025-08-02,2025-08-02,2025-08-07,Standard,5,34220.05,9625.05,On Time
O00618,C0018,P063,W07,2024-02-29,2024-03-02,2024-03-04,Express,4,17803.72,6907.72,On Time
O00619,C0127,P038,W03,2025-12-15,2025-12-17,2025-12-23,Same Day,3,17194.2,4861.2,Late
O00620,C0466,P021,W07,2025-10-21,2025-10-23,2025-10-25,Express,5,37654.2,14739.2,On Time
O00621,C0301,P137,W05,2025-03-13,2025-03-14,2025-03-15,Same Day,4,4366.56,1586.56,On Time
O00622,C0138,P089,W10,2024-04-01,2024-04-01,2024-04-02,Same Day,2,7156.6,2920.6,On Time
O00623,C0214,P107,W08,2024-11-11,2024-11-11,2024-11-17,Standard,5,4232.95,1122.95,Late
O00624,C0231,P129,W03,2025-01-18,2025-01-18,2025-01-22,Same Day,1,6227.87,2009.87,Late
O00625,C0151,P043,W10,2024-09-22,2024-09-23,2024-09-28,Express,1,2641.58,506.58,Late
O00626,C0032,P026,W04,2024-12-16,2024-12-16,2024-12-17,Same Day,1,4073.81,1429.81,On Time
O00627,C0243,P069,W07,2024-08-04,2024-08-06,2024-08-11,Standard,4,11124.64,4428.64,On Time
O00628,C0313,P103,W04,2025-11-29,2025-11-30,2025-12-02,Express,4,23258.2,5094.2,On Time
O00629,C0309,P036,W07,2024-04-12,2024-04-12,2024-04-14,Express,1,3613.4,727.4,On Time
O00630,C0212,P122,W08,2025-12-17,2025-12-17,2025-12-19,Express,5,4412.65,1542.65,On Time
O00631,C0120,P084,W06,2024-11-25,2024-11-25,2024-11-26,Same Day,4,2788.96,888.96,On Time
O00632,C0151,P026,W08,2024-03-24,2024-03-25,2024-03-27,Express,4,16295.24,5719.24,On Time
O00633,C0427,P023,W01,2025-08-08,2025-08-10,2025-08-11,Same Day,3,2681.28,1190.28,On Time
O00634,C0386,P055,W09,2024-04-28,2024-04-29,2024-04-30,Same Day,2,2768.52,530.52,On Time
O00635,C0341,P057,W07,2024-01-30,2024-01-30,2024-02-01,Express,3,5559.84,1278.84,On Time
O00636,C0478,P086,W08,2025-11-12,2025-11-12,2025-11-16,Same Day,2,10229.02,3239.02,Late
O00637,C0115,P112,W09,2025-01-25,2025-01-27,2025-01-28,Same Day,2,3826.96,1504.96,On Time
O00638,C0489,P033,W02,2025-08-29,2025-08-29,2025-08-30,Same Day,3,12091.17,4243.17,On Time
O00639,C0267,P094,W07,2025-07-02,2025-07-02,2025-07-04,Express,2,5149.04,1881.04,On Time
O00640,C0146,P038,W08,2024-05-28,2024-05-29,2024-06-03,Standard,5,28657.0,8102.0,On Time
O00641,C0435,P032,W06,2025-12-20,2025-12-20,2025-12-21,Same Day,3,6253.74,1078.74,On Time
O00642,C0424,P086,W01,2024-10-25,2024-10-27,2024-10-29,Express,2,10229.02,3239.02,On Time
O00643,C0373,P046,W01,2024-08-18,2024-08-20,2024-08-21,Same Day,4,17736.56,6748.56,On Time
O00644,C0388,P122,W07,2024-06-12,2024-06-12,2024-06-13,Same Day,3,2647.59,925.59,On Time
O00645,C0050,P141,W04,2024-10-16,2024-10-17,2024-10-18,Same Day,4,14910.16,5110.16,On Time
O00646,C0227,P148,W08,2024-02-25,2024-02-27,2024-02-29,Express,2,11562.56,5050.56,On Time
O00647,C0348,P148,W01,2024-08-11,2024-08-13,2024-08-18,Standard,1,5781.28,2525.28,On Time
O00648,C0484,P122,W02,2025-11-26,2025-11-26,2025-12-01,Standard,2,1765.06,617.06,On Time
O00649,C0124,P009,W03,2024-12-12,2024-12-14,2024-12-16,Express,1,3147.51,1292.51,On Time
O00650,C0443,P023,W07,2024-06-25,2024-06-27,2024-06-28,Same Day,4,3575.04,1587.04,On Time
O00651,C0012,P131,W02,2025-01-11,2025-01-11,2025-01-18,Standard,2,13965.42,4611.42,Late
O00652,C0293,P112,W08,2025-08-30,2025-08-30,2025-09-01,Express,3,5740.44,2257.44,On Time
O00653,C0033,P136,W09,2025-12-18,2025-12-18,2025-12-20,Express,4,11973.4,4009.4,On Time
O00654,C0229,P002,W10,2025-11-05,2025-11-05,2025-11-10,Standard,5,20808.05,6823.05,On Time
O00655,C0064,P009,W02,2024-07-30,2024-08-01,2024-08-06,Standard,1,3147.51,1292.51,On Time
O00656,C0338,P133,W04,2025-03-09,2025-03-11,2025-03-16,Standard,3,2970.57,1179.57,On Time
O00657,C0340,P054,W10,2024-11-16,2024-11-18,2024-11-20,Express,1,3943.82,780.82,On Time
O00658,C0066,P092,W10,2024-11-02,2024-11-02,2024-11-07,Standard,3,17870.52,4460.52,On Time
O00659,C0482,P066,W07,2025-01-25,2025-01-27,2025-02-01,Standard,4,20650.6,5970.6,On Time
O00660,C0162,P108,W09,2025-01-16,2025-01-18,2025-01-19,Same Day,2,1803.48,757.48,On Time
O00661,C0034,P141,W02,2024-09-10,2024-09-10,2024-09-12,Express,4,14910.16,5110.16,On Time
O00662,C0497,P026,W04,2024-12-07,2024-12-08,2024-12-13,Standard,4,16295.24,5719.24,On Time
O00663,C0271,P126,W10,2025-06-23,2025-06-25,2025-06-27,Express,1,2975.75,891.75,On Time
O00664,C0485,P044,W02,2025-07-18,2025-07-19,2025-07-20,Same Day,3,16658.82,4622.82,On Time
O00665,C0304,P104,W10,2025-11-25,2025-11-27,2025-11-28,Same Day,4,12098.96,2946.96,On Time
O00666,C0363,P014,W03,2024-06-08,2024-06-10,2024-06-15,Standard,3,2381.61,491.61,On Time
O00667,C0142,P129,W06,2025-04-13,2025-04-13,2025-04-15,Express,3,18683.61,6029.61,On Time
O00668,C0433,P105,W02,2024-08-22,2024-08-23,2024-08-24,Same Day,3,4455.24,1914.24,On Time
O00669,C0414,P142,W02,2024-06-18,2024-06-20,2024-06-25,Standard,4,2041.8,681.8,On Time
O00670,C0208,P137,W08,2025-06-04,2025-06-06,2025-06-11,Standard,1,1091.64,396.64,On Time
O00671,C0351,P063,W09,2024-01-08,2024-01-10,2024-01-12,Express,5,22254.65,8634.65,On Time
O00672,C0488,P132,W03,2025-11-21,2025-11-23,2025-12-01,Standard,3,3093.84,1050.84,Late
O00673,C0154,P031,W04,2025-01-17,2025-01-17,2025-01-19,Express,3,18872.22,6995.22,On Time
O00674,C0479,P132,W04,2025-10-08,2025-10-10,2025-10-12,Express,1,1031.28,350.28,On Time
O00675,C0055,P077,W10,2024-02-28,2024-02-29,2024-03-05,Standard,3,11721.93,3789.93,On Time
O00676,C0271,P051,W02,2025-02-15,2025-02-16,2025-02-21,Standard,1,6711.94,2654.94,On Time
O00677,C0154,P102,W05,2024-01-08,2024-01-08,2024-01-09,Same Day,3,19124.4,8384.4,On Time
O00678,C0003,P091,W08,2024-10-02,2024-10-02,2024-10-04,Express,4,15171.56,3867.56,On Time
O00679,C0462,P108,W01,2024-04-23,2024-04-23,2024-04-25,Express,3,2705.22,1136.22,On Time
O00680,C0410,P141,W02,2025-05-05,2025-05-07,2025-05-09,Express,4,14910.16,5110.16,On Time
O00681,C0065,P028,W07,2025-02-13,2025-02-15,2025-02-16,Same Day,1,7042.85,2392.85,On Time
O00682,C0149,P112,W10,2025-11-25,2025-11-26,2025-11-28,Express,4,7653.92,3009.92,On Time
O00683,C0443,P072,W09,2024-09-10,2024-09-12,2024-09-17,Standard,1,4090.19,813.19,On Time
O00684,C0093,P129,W02,2025-03-15,2025-03-15,2025-03-17,Express,5,31139.35,10049.35,On Time
O00685,C0099,P010,W02,2025-10-11,2025-10-11,2025-10-16,Standard,3,23314.32,8902.32,On Time
O00686,C0173,P060,W07,2024-04-03,2024-04-03,2024-04-05,Express,2,12972.78,5274.78,On Time
O00687,C0365,P072,W02,2025-10-21,2025-10-21,2025-10-23,Express,3,12270.57,2439.57,On Time
O00688,C0147,P083,W01,2024-07-05,2024-07-05,2024-07-10,Standard,2,5747.28,1405.28,On Time
O00689,C0050,P078,W08,2025-03-17,2025-03-17,2025-03-19,Express,1,6777.86,2117.86,On Time
O00690,C0191,P136,W06,2024-05-13,2024-05-14,2024-05-16,Express,5,14966.75,5011.75,On Time
O00691,C0496,P011,W03,2025-01-28,2025-01-28,2025-02-02,Standard,5,8584.65,3114.65,On Time
O00692,C0274,P122,W10,2024-04-11,2024-04-11,2024-04-12,Same Day,2,1765.06,617.06,On Time
O00693,C0323,P094,W09,2025-07-17,2025-07-19,2025-07-21,Express,4,10298.08,3762.08,On Time
O00694,C0024,P034,W10,2025-05-30,2025-05-30,2025-06-04,Standard,3,7693.44,2782.44,On Time
O00695,C0225,P020,W09,2025-02-11,2025-02-12,2025-02-13,Same Day,2,2966.34,1102.34,On Time
O00696,C0234,P003,W03,2025-09-13,2025-09-14,2025-09-22,Standard,5,16746.6,4546.6,Late
O00697,C0122,P012,W02,2025-12-26,2025-12-27,2025-12-28,Same Day,5,14531.15,3731.15,On Time
O00698,C0274,P064,W01,2024-10-11,2024-10-11,2024-10-13,Express,2,7719.34,3151.34,On Time
O00699,C0370,P141,W02,2025-09-11,2025-09-12,2025-09-14,Express,3,11182.62,3832.62,On Time
O00700,C0091,P057,W01,2024-11-28,2024-11-28,2024-11-29,Same Day,3,5559.84,1278.84,On Time
O00701,C0283,P066,W07,2025-08-20,2025-08-20,2025-08-21,Same Day,5,25813.25,7463.25,On Time
O00702,C0189,P060,W07,2024-10-02,2024-10-02,2024-10-03,Same Day,4,25945.56,10549.56,On Time
O00703,C0011,P047,W10,2024-07-08,2024-07-08,2024-07-13,Standard,3,11148.3,3300.3,On Time
O00704,C0233,P110,W04,2025-02-07,2025-02-09,2025-02-11,Same Day,2,8089.72,2235.72,Late
O00705,C0391,P029,W07,2024-01-13,2024-01-15,2024-01-20,Standard,1,6411.92,2081.92,On Time
O00706,C0377,P028,W10,2024-10-01,2024-10-01,2024-10-03,Same Day,5,35214.25,11964.25,Late
O00707,C0029,P040,W05,2025-07-30,2025-07-31,2025-08-05,Standard,2,12752.1,5034.1,On Time
O00708,C0468,P037,W05,2024-02-15,2024-02-15,2024-02-18,Same Day,1,1285.96,304.96,Late
O00709,C0252,P099,W05,2024-05-30,2024-05-31,2024-06-01,Same Day,1,5484.55,1405.55,On Time
O00710,C0459,P093,W10,2024-10-15,2024-10-16,2024-10-21,Standard,1,3034.55,580.55,On Time
O00711,C0419,P078,W03,2025-06-27,2025-06-28,2025-06-29,Same Day,5,33889.3,10589.3,On Time
O00712,C0164,P039,W01,2024-09-28,2024-09-30,2024-10-05,Standard,2,691.8,181.8,On Time
O00713,C0047,P072,W10,2025-05-04,2025-05-04,2025-05-09,Standard,2,8180.38,1626.38,On Time
O00714,C0407,P106,W08,2025-01-29,2025-01-30,2025-02-01,Express,5,7279.8,2494.8,On Time
O00715,C0273,P137,W09,2024-09-08,2024-09-09,2024-09-11,Express,4,4366.56,1586.56,On Time
O00716,C0002,P061,W04,2025-03-07,2025-03-09,2025-03-10,Same Day,3,5790.51,1950.51,On Time
O00717,C0236,P036,W06,2024-04-22,2024-04-22,2024-04-24,Express,3,10840.2,2182.2,On Time
O00718,C0194,P031,W04,2025-03-07,2025-03-07,2025-03-13,Standard,2,12581.48,4663.48,Late
O00719,C0076,P041,W10,2024-02-25,2024-02-27,2024-03-06,Standard,1,4141.75,1468.75,Late
O00720,C0358,P036,W03,2024-01-13,2024-01-15,2024-01-17,Express,5,18067.0,3637.0,On Time
O00721,C0452,P040,W01,2025-03-30,2025-04-01,2025-04-02,Same Day,1,6376.05,2517.05,On Time
O00722,C0365,P117,W07,2024-06-13,2024-06-13,2024-06-15,Express,5,21766.1,6051.1,On Time
O00723,C0487,P134,W03,2025-12-27,2025-12-27,2025-12-31,Express,4,9046.12,3742.12,Late
O00724,C0245,P020,W03,2024-02-27,2024-02-27,2024-02-29,Express,4,5932.68,2204.68,On Time
O00725,C0056,P050,W06,2025-01-24,2025-01-24,2025-01-29,Standard,3,14176.17,4396.17,On Time
O00726,C0109,P028,W05,2024-12-09,2024-12-09,2024-12-14,Standard,1,7042.85,2392.85,On Time
O00727,C0290,P022,W01,2025-07-18,2025-07-18,2025-07-19,Same Day,5,11852.45,3682.45,On Time
O00728,C0385,P003,W02,2024-02-16,2024-02-16,2024-02-18,Express,3,10047.96,2727.96,On Time
O00729,C0209,P025,W06,2024-11-18,2024-11-19,2024-11-20,Same Day,3,13312.98,5599.98,On Time
O00730,C0083,P010,W08,2024-01-25,2024-01-27,2024-01-29,Express,3,23314.32,8902.32,On Time
O00731,C0374,P129,W03,2024-08-08,2024-08-10,2024-08-11,Same Day,5,31139.35,10049.35,On Time
O00732,C0107,P100,W07,2024-10-24,2024-10-25,2024-10-29,Same Day,2,9131.56,3805.56,Late
O00733,C0049,P023,W03,2025-05-24,2025-05-24,2025-05-29,Standard,4,3575.04,1587.04,On Time
O00734,C0092,P023,W10,2024-06-14,2024-06-14,2024-06-16,Express,1,893.76,396.76,On Time
O00735,C0187,P125,W03,2024-09-19,2024-09-20,2024-09-21,Same Day,1,3381.01,763.01,On Time
O00736,C0043,P081,W06,2025-11-27,2025-11-27,2025-11-29,Express,3,4111.59,739.59,On Time
O00737,C0005,P063,W01,2025-11-29,2025-11-29,2025-11-30,Same Day,5,22254.65,8634.65,On Time
O00738,C0179,P119,W02,2024-06-11,2024-06-13,2024-06-15,Express,1,1693.46,686.46,On Time
O00739,C0103,P102,W03,2025-04-21,2025-04-21,2025-04-26,Standard,4,25499.2,11179.2,On Time
O00740,C0080,P010,W08,2025-09-10,2025-09-11,2025-09-18,Standard,5,38857.2,14837.2,Late
O00741,C0110,P111,W07,2025-08-04,2025-08-04,2025-08-07,Same Day,4,13640.16,5900.16,Late
O00742,C0042,P071,W02,2024-09-15,2024-09-17,2024-09-22,Standard,4,26680.6,11184.6,On Time
O00743,C0459,P014,W05,2025-03-05,2025-03-07,2025-03-12,Standard,1,793.87,163.87,On Time
O00744,C0495,P138,W07,2024-06-17,2024-06-17,2024-06-19,Express,2,13268.76,4952.76,On Time
O00745,C0075,P149,W10,2025-02-02,2025-02-02,2025-02-03,Same Day,5,32490.6,8350.6,On Time
O00746,C0059,P128,W08,2024-11-20,2024-11-20,2024-11-25,Standard,3,12047.34,3152.34,On Time
O00747,C0019,P149,W08,2025-04-06,2025-04-06,2025-04-07,Same Day,1,6498.12,1670.12,On Time
O00748,C0488,P090,W10,2025-12-14,2025-12-16,2025-12-21,Standard,2,13688.02,3850.02,On Time
O00749,C0420,P079,W01,2024-01-15,2024-01-16,2024-01-18,Express,5,14031.2,3626.2,On Time
O00750,C0268,P139,W06,2025-04-11,2025-04-12,2025-04-14,Express,4,1543.64,527.64,On Time
O00751,C0196,P139,W09,2025-03-14,2025-03-15,2025-03-20,Standard,4,1543.64,527.64,On Time
O00752,C0413,P026,W10,2025-03-23,2025-03-25,2025-03-27,Express,1,4073.81,1429.81,On Time
O00753,C0413,P129,W09,2025-05-23,2025-05-25,2025-05-28,Same Day,5,31139.35,10049.35,Late
O00754,C0487,P051,W09,2024-08-04,2024-08-04,2024-08-06,Express,4,26847.76,10619.76,On Time
O00755,C0146,P058,W07,2025-04-20,2025-04-21,2025-04-24,Same Day,5,24245.75,5150.75,Late
O00756,C0008,P107,W01,2025-02-28,2025-03-02,2025-03-07,Standard,1,846.59,224.59,On Time
O00757,C0124,P147,W06,2025-06-15,2025-06-17,2025-06-18,Same Day,4,16025.04,6469.04,On Time
O00758,C0463,P045,W03,2024-02-22,2024-02-24,2024-02-26,Express,4,30278.72,13014.72,On Time
O00759,C0429,P101,W09,2024-04-11,2024-04-13,2024-04-21,Standard,3,20949.42,8970.42,Late
O00760,C0317,P040,W01,2024-04-05,2024-04-05,2024-04-07,Express,1,6376.05,2517.05,On Time
O00761,C0275,P077,W03,2025-10-11,2025-10-13,2025-10-18,Express,2,7814.62,2526.62,Late
O00762,C0327,P037,W01,2025-01-22,2025-01-23,2025-01-24,Same Day,1,1285.96,304.96,On Time
O00763,C0040,P047,W05,2024-05-05,2024-05-05,2024-05-10,Standard,1,3716.1,1100.1,On Time
O00764,C0250,P106,W08,2024-07-31,2024-08-01,2024-08-06,Standard,1,1455.96,498.96,On Time
O00765,C0324,P046,W03,2024-11-17,2024-11-19,2024-11-23,Express,5,22170.7,8435.7,Late
O00766,C0380,P041,W10,2024-12-21,2024-12-22,2024-12-23,Same Day,5,20708.75,7343.75,On Time
O00767,C0444,P040,W09,2024-01-31,2024-02-02,2024-02-07,Standard,2,12752.1,5034.1,On Time
O00768,C0141,P033,W02,2024-12-01,2024-12-01,2024-12-06,Standard,3,12091.17,4243.17,On Time
O00769,C0102,P065,W07,2025-05-22,2025-05-23,2025-05-24,Same Day,2,6141.54,2171.54,On Time
O00770,C0383,P109,W07,2024-07-29,2024-07-31,2024-08-02,Express,5,31778.7,7888.7,On Time
O00771,C0231,P096,W04,2025-09-13,2025-09-14,2025-09-16,Express,1,5552.67,2230.67,On Time
O00772,C0204,P136,W05,2024-09-16,2024-09-18,2024-09-20,Express,3,8980.05,3007.05,On Time
O00773,C0075,P096,W04,2025-03-15,2025-03-15,2025-03-20,Express,3,16658.01,6692.01,Late
O00774,C0288,P083,W04,2024-01-12,2024-01-14,2024-01-16,Express,2,5747.28,1405.28,On Time
O00775,C0458,P020,W09,2025-06-23,2025-06-23,2025-06-28,Standard,5,7415.85,2755.85,On Time
O00776,C0141,P128,W01,2024-11-23,2024-11-23,2024-11-28,Standard,1,4015.78,1050.78,On Time
O00777,C0010,P006,W07,2025-09-07,2025-09-08,2025-09-09,Same Day,3,9479.67,1742.67,On Time
O00778,C0241,P005,W09,2025-02-16,2025-02-16,2025-02-20,Same Day,1,5366.16,2339.16,Late
O00779,C0253,P143,W06,2024-11-04,2024-11-05,2024-11-07,Express,3,18825.45,7644.45,On Time
O00780,C0115,P027,W02,2025-04-10,2025-04-11,2025-04-12,Same Day,1,4035.45,1091.45,On Time
O00781,C0371,P023,W07,2024-11-26,2024-11-28,2024-11-29,Same Day,2,1787.52,793.52,On Time
O00782,C0025,P012,W05,2024-01-06,2024-01-08,2024-01-13,Standard,1,2906.23,746.23,On Time
O00783,C0164,P031,W03,2025-09-19,2025-09-20,2025-09-22,Express,2,12581.48,4663.48,On Time
O00784,C0245,P062,W02,2025-02-27,2025-03-01,2025-03-03,Express,5,29748.7,5653.7,On Time
O00785,C0286,P022,W05,2025-05-09,2025-05-09,2025-05-14,Standard,3,7111.47,2209.47,On Time
O00786,C0007,P016,W02,2024-07-29,2024-07-31,2024-08-05,Standard,2,860.9,376.9,On Time
O00787,C0440,P136,W04,2025-05-14,2025-05-14,2025-05-16,Express,5,14966.75,5011.75,On Time
O00788,C0198,P057,W09,2025-04-09,2025-04-11,2025-04-17,Standard,3,5559.84,1278.84,Late
O00789,C0332,P079,W05,2025-02-13,2025-02-13,2025-02-18,Standard,5,14031.2,3626.2,On Time
O00790,C0339,P008,W08,2024-04-22,2024-04-22,2024-04-27,Standard,4,15165.32,5965.32,On Time
O00791,C0028,P131,W07,2025-03-17,2025-03-17,2025-03-22,Standard,3,20948.13,6917.13,On Time
O00792,C0312,P071,W07,2024-07-17,2024-07-18,2024-07-23,Standard,5,33350.75,13980.75,On Time
O00793,C0123,P148,W01,2024-04-23,2024-04-23,2024-04-28,Standard,3,17343.84,7575.84,On Time
O00794,C0376,P026,W07,2025-09-27,2025-09-29,2025-09-30,Same Day,2,8147.62,2859.62,On Time
O00795,C0049,P074,W05,2024-07-27,2024-07-28,2024-07-29,Same Day,1,1530.6,359.6,On Time
O00796,C0096,P018,W04,2025-05-03,2025-05-05,2025-05-07,Express,2,13075.64,4853.64,On Time
O00797,C0452,P046,W07,2024-01-14,2024-01-16,2024-01-18,Express,3,13302.42,5061.42,On Time
O00798,C0242,P126,W08,2024-01-10,2024-01-12,2024-01-14,Express,2,5951.5,1783.5,On Time
O00799,C0252,P086,W03,2025-06-21,2025-06-23,2025-07-01,Standard,4,20458.04,6478.04,Late
O00800,C0457,P078,W08,2025-05-13,2025-05-14,2025-05-18,Express,3,20333.58,6353.58,Late
O00801,C0255,P037,W07,2025-10-17,2025-10-17,2025-10-22,Standard,3,3857.88,914.88,On Time
O00802,C0495,P097,W02,2025-03-17,2025-03-18,2025-03-23,Standard,1,5216.29,1606.29,On Time
O00803,C0201,P090,W05,2025-04-05,2025-04-07,2025-04-12,Standard,3,20532.03,5775.03,On Time
O00804,C0408,P032,W09,2024-07-14,2024-07-14,2024-07-15,Same Day,4,8338.32,1438.32,On Time
O00805,C0349,P038,W01,2024-12-21,2024-12-22,2024-12-27,Standard,4,22925.6,6481.6,On Time
O00806,C0008,P017,W05,2025-07-25,2025-07-27,2025-08-01,Standard,3,16870.8,6271.8,On Time
O00807,C0339,P111,W08,2025-08-30,2025-08-30,2025-09-04,Standard,3,10230.12,4425.12,On Time
O00808,C0074,P023,W09,2024-10-17,2024-10-19,2024-10-20,Same Day,3,2681.28,1190.28,On Time
O00809,C0217,P064,W08,2024-10-24,2024-10-24,2024-10-29,Standard,4,15438.68,6302.68,On Time
O00810,C0072,P083,W10,2025-09-03,2025-09-04,2025-09-09,Standard,5,14368.2,3513.2,On Time
O00811,C0094,P119,W02,2024-07-23,2024-07-24,2024-07-26,Express,5,8467.3,3432.3,On Time
O00812,C0240,P129,W08,2024-04-08,2024-04-08,2024-04-09,Same Day,3,18683.61,6029.61,On Time
O00813,C0315,P023,W09,2025-02-24,2025-02-25,2025-03-04,Standard,2,1787.52,793.52,Late
O00814,C0387,P076,W09,2025-01-17,2025-01-17,2025-01-18,Same Day,1,3442.61,1418.61,On Time
O00815,C0305,P028,W01,2025-04-18,2025-04-20,2025-04-24,Express,3,21128.55,7178.55,Late
O00816,C0360,P131,W02,2025-12-08,2025-12-09,2025-12-14,Standard,1,6982.71,2305.71,On Time
O00817,C0320,P002,W03,2025-05-22,2025-05-22,2025-05-31,Standard,4,16646.44,5458.44,Late
O00818,C0201,P130,W02,2024-04-09,2024-04-09,2024-04-14,Standard,4,16061.24,3721.24,On Time
O00819,C0064,P113,W09,2025-05-10,2025-05-10,2025-05-15,Standard,5,17686.0,6751.0,On Time
O00820,C0149,P123,W09,2024-06-23,2024-06-25,2024-06-26,Same Day,3,5062.74,877.74,On Time
O00821,C0214,P028,W07,2025-11-14,2025-11-15,2025-11-17,Express,4,28171.4,9571.4,On Time
